domain,split,subject,image_path,mask_path,original_shape,native_spacing_mm,processed_shape,processed_spacing_mm,original_unique_values,pre_integer_resample_unique_count,pre_integer_resample_min,pre_integer_resample_max,post_integer_unique_values,original_voxels,current_processed_voxels,nearest_processed_voxels,current_processed_volume_mm3,nearest_processed_volume_mm3,processed_volume_change_percent,processed_current_vs_nn_dice,processed_current_vs_nn_hd95_mm,processed_current_vs_nn_assd_mm,processed_current_vs_nn_added_voxels,processed_current_vs_nn_lost_voxels,tile_current_vs_nn_dice,tile_current_vs_nn_hd95_mm,tile_current_vs_nn_assd_mm,tile_current_vs_nn_added_voxels,tile_current_vs_nn_lost_voxels,native_original_vs_current_dice,native_original_vs_current_hd95_mm,native_original_vs_current_assd_mm,native_original_vs_current_added_voxels,native_original_vs_current_lost_voxels,native_original_vs_nn_dice,native_original_vs_nn_hd95_mm,native_original_vs_nn_assd_mm,native_original_vs_nn_added_voxels,native_original_vs_nn_lost_voxels,lost_added_ratio,net_processed_voxel_change,mean_inward_shift_mm,mean_outward_shift_mm,current_contour_direction_changes,nearest_contour_direction_changes,current_normalized_perimeter,nearest_normalized_perimeter
CAMRI,train,005,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-005/ses-1/anat/sub-005_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-005_ses-1_acq-RARE_T2w_110.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",268,0.0,1.0,"[0, 1]",130575,159010,162600,1272.079990522265,1300.7999903082844,-2.2078720787207873,0.988837411772022,0.1599999964237213,0.028819837484176516,0,3590,0.988837411772022,0.1599999964237213,0.028819837484176516,0,3590,0.987355082128181,0.10000000149011612,0.009518306335226408,401,2870,0.9898711605499497,0.10000000149011612,0.00753581163469935,1415,1232,3590.0,-3590,0.18072423138824345,0.0,16023,15696,15.282165091164554,15.161119447125246
CAMRI,train,088,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-088/ses-1/anat/sub-088_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-088_ses-1_acq-RARE_T2w_071.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",795,0.0,1.0,"[0, 1]",262403,251180,261715,2009.4399850285047,2093.7199844005695,-4.025371109795006,0.979459733473713,0.25,0.05330006480475077,0,10535,0.979459733473713,0.25,0.05330006480475077,0,10535,0.9784857703993942,0.20000000298023224,0.06253969207420705,0,11053,0.9969071102099728,0.0,0.009113426051373509,298,1322,10535.0,-10535,0.18332141715272668,0.0,38731,39520,17.455248038009774,17.411090587919002
CAMRI,train,125,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-125/ses-1/anat/sub-125_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-125_ses-1_acq-RARE_T2w_090.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",225,0.0,1.0,"[0, 1]",116971,142500,146285,1139.9999915063377,1170.279991280734,-2.5874149776121955,0.9868933635749779,0.20000000298023224,0.03254553720260233,0,3785,0.9868933635749779,0.20000000298023224,0.03254553720260233,0,3785,0.9868721141285369,0.10000000149011612,0.009704976544713884,526,2519,0.9888582949014125,0.10000000149011612,0.00817627603554493,1643,971,3785.0,-3785,0.18516512313559946,0.0,14858,14371,15.407948108036143,15.314622529338473
CAMRI,train,120,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-120/ses-1/anat/sub-120_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-120_ses-1_acq-RARE_T2w_038.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",803,0.0,1.0,"[0, 1]",255154,244333,254403,1954.6639854366176,2035.2239848363988,-3.958286655424661,0.9798089570434058,0.25,0.05351925499389208,0,10070,0.9798089570434058,0.25,0.05351925499389208,0,10070,0.9788693501524769,0.20000000298023224,0.06246951533883413,0,10560,0.9967076184451944,0.0,0.00943585520964804,211,1465,10070.0,-10070,0.184896635919343,0.0,38542,39297,17.068794734433265,17.02930007878293
CAMRI,train,114,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-114/ses-1/anat/sub-114_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-114_ses-1_acq-RARE_T2w_068.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",818,0.0,1.0,"[0, 1]",247702,237200,247026,1897.5999858617777,1976.2079852761024,-3.97771894456454,0.9797078223804587,0.20000000298023224,0.052664858975511236,0,9826,0.9797078223804587,0.20000000298023224,0.052664858975511236,0,9826,0.9787190180609011,0.20000000298023224,0.06182209968019995,0,10323,0.9968927136562807,0.0,0.008913171216936345,227,1309,9826.0,-9826,0.1840054650912453,0.0,36996,38162,17.02853875233392,17.047640876202685
CAMRI,train,050,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-050/ses-1/anat/sub-050_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-050_ses-1_acq-RARE_T2w_000.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",805,0.0,1.0,"[0, 1]",244336,233466,243611,1867.7279860843414,1948.8879854796523,-4.164426072714286,0.9787350888850228,0.20000000298023224,0.05290534241255221,0,10145,0.9787350888850228,0.20000000298023224,0.05290534241255221,0,10145,0.9775559949366559,0.20000000298023224,0.06227392527111108,0,10727,0.9966961639818299,0.0,0.009066074667986219,277,1334,10145.0,-10145,0.18267860409806744,0.0,38460,39261,17.64480437250116,17.62652522353947
CAMRI,train,071,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-071/ses-1/anat/sub-071_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-071_ses-1_acq-RARE_T2w_108.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",822,0.0,1.0,"[0, 1]",251127,240175,250369,1921.399985684454,2002.951985076844,-4.071590332668981,0.9792189895299912,0.25,0.05292722023914978,0,10194,0.9792189895299912,0.25,0.05292722023914978,0,10194,0.977955765016147,0.20000000298023224,0.06258215526240278,0,10833,0.9966616848015868,0.0,0.009326425009440881,285,1388,10194.0,-10194,0.18412566507580502,0.0,39373,40445,17.5437113970854,17.517843883295757
CAMRI,train,081,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-081/ses-1/anat/sub-081_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-081_ses-1_acq-RARE_T2w_085.nii.gz,"(64, 144, 144)","(0.20000000298023224, 0.20000000298023224, 0.20000000298023224)","(115, 64, 180)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",800,0.0,1.0,"[0, 1]",247423,236774,246660,1894.1919858871693,1973.2799852979176,-4.007946160707046,0.9795504660408659,0.20000000298023224,0.05237639767380624,0,9886,0.9795504660408659,0.20000000298023224,0.05237639767380624,0,9886,0.9784668104827472,0.20000000298023224,0.06167916455202414,0,10431,0.996938738322866,0.0,0.008688197601934854,290,1222,9886.0,-9886,0.18365496252884314,0.0,37311,38219,17.383660757655154,17.319008596872195
CAMRI,train,097,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-097/ses-1/anat/sub-097_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-097_ses-1_acq-RARE_T2w_065.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",230,0.0,1.0,"[0, 1]",153279,187400,191795,1499.199988830089,1534.3599885681267,-2.2915091634297036,0.9884096573003336,0.20000000298023224,0.03208755401198696,0,4395,0.9884096573003336,0.20000000298023224,0.03208755401198696,0,4395,0.9891094736081316,0.10000000149011612,0.008079302892553639,575,2740,0.990596875599689,0.10000000149011612,0.006937415000833947,1892,999,4395.0,-4395,0.18736063475901762,0.0,16417,16746,15.1803404478186,15.144186188811279
CAMRI,train,024,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-024/ses-1/anat/sub-024_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-024_ses-1_acq-RARE_T2w_017.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",206,0.0,1.0,"[0, 1]",155057,189525,193870,1516.1999887034292,1550.959988444447,-2.2411925517099087,0.9886670405195686,0.20000000298023224,0.032119675519218426,0,4345,0.9886670405195686,0.20000000298023224,0.032119675519218426,0,4345,0.989141556041329,0.10000000149011612,0.008345859664921757,550,2793,0.9909605610242553,0.10000000149011612,0.00698294964234767,1778,1032,4345.0,-4345,0.18532796079599403,0.0,15908,16036,14.87753569970088,14.831139287849881
CAMRI,train,126,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-126/ses-1/anat/sub-126_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-126_ses-1_acq-RARE_T2w_120.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",225,0.0,1.0,"[0, 1]",119010,145090,149000,1160.7199913519617,1191.9999911189075,-2.6241610738255035,0.9867047502465232,0.25,0.034218281266046396,0,3910,0.9867047502465232,0.25,0.034218281266046396,0,3910,0.9872641409542364,0.10000000149011612,0.009396287968401137,546,2461,0.9893773369230705,0.10000000149011612,0.007873338955413376,1673,864,3910.0,-3910,0.18624993775480028,0.0,14384,14037,15.182022131230388,15.089589553615722
CAMRI,train,018,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-018/ses-1/anat/sub-018_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-018_ses-1_acq-RARE_T2w_114.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",191,0.0,1.0,"[0, 1]",160665,196305,200900,1570.4399882993098,1607.1999880254264,-2.2872075659532105,0.988431666268048,0.20000000298023224,0.03280162616153216,0,4595,0.988431666268048,0.20000000298023224,0.03280162616153216,0,4595,0.9889395170015335,0.10000000149011612,0.008502913018792342,540,2987,0.9906891402279437,0.10000000149011612,0.007123468850214054,1883,1116,4595.0,-4595,0.18733405648235138,0.0,16075,16490,14.925546760728835,14.92272732554734
CAMRI,train,131,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-131/ses-1/anat/sub-131_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-131_ses-1_acq-RARE_T2w_001.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",223,0.0,1.0,"[0, 1]",116830,142430,146145,1139.43999151051,1169.1599912890788,-2.541995962913545,0.9871263969505328,0.20000000298023224,0.031893505089280794,0,3715,0.9871263969505328,0.20000000298023224,0.031893505089280794,0,3715,0.98749455394079,0.10000000149011612,0.009049172764726988,529,2370,0.9894564438530044,0.10000000149011612,0.0076352288014379715,1634,838,3715.0,-3715,0.1859623126194262,0.0,14180,14667,15.267064649904743,15.258804711278664
CAMRI,train,022,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/CAMRI Rat Brain MRI Data/sub-022/ses-1/anat/sub-022_ses-1_acq-RARE_T2w.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/RodentBrainMask/CAMRI Rat/CAMRI_Rat-sub-022_ses-1_acq-RARE_T2w_104.nii.gz,"(12, 256, 256)","(1.0, 0.10000000149011612, 0.10000000149011612)","(102, 60, 160)","(0.25, 0.20000000298023224, 0.1599999964237213)","0,1",227,0.0,1.0,"[0, 1]",156105,191055,194985,1528.4399886122342,1559.8799883779877,-2.0155396568966846,0.9898197078023003,0.1599999964237213,0.027973599113315647,0,3930,0.9898197078023003,0.1599999964237213,0.027973599113315647,0,3930,0.9894069504593546,0.10000000149011612,0.00813080931645754,592,2693,0.9909378885759859,0.10000000149011612,0.006905400811015718,1733,1102,3930.0,-3930,0.1827480891278682,0.0,16937,16959,15.071725906840056,15.025545845113076
